,common_length,guid,l,timebin,publication_date,publication_name,ratio,ressort,source_length,source_title,title,url,parent,p,trend_rank_1_1h,trend_rank_2_1h,trend_1h,trend_rank_1_3h,trend_rank_2_3h,trend_3h,title_package
889,21,urn:newsml:dpa.com:20090101:170911-99-07422,27,2017-09-12 18:30:00,2017-09-12T18:38:43,www.7590012720.de,0.7777777777777779,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Brexit: Britisches Parlament billigt EU-Austrittsgesetz,http://6236990635223808134,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
890,18,urn:newsml:dpa.com:20090101:170911-99-07422,19,2017-09-12 08:00:00,2017-09-12T08:07:33,www.2806519515.de,0.947368421052632,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Britisches Parlament billigt EU-Austrittsgesetz,http://4945939441513765462,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
891,20,urn:newsml:dpa.com:20090101:170911-99-07422,21,2017-09-12 08:00:00,2017-09-12T08:06:22,www.7368811707.de,0.952380952380952,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Britisches Parlament billigt EU-Austrittsgesetz,http://4872503871896763128,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
892,14,urn:newsml:dpa.com:20090101:170911-99-07422,22,2017-09-12 05:30:00,2017-09-12T05:47:00,www.3699680893.de,0.6363636363636359,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Britisches Parlament billigt EU-Austrittsgesetz,http://7920859510247429676,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
893,18,urn:newsml:dpa.com:20090101:170911-99-07422,24,2017-09-12 08:00:00,2017-09-12T08:25:25,www.5134050393.de,0.75,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Britisches Parlament billigt EU-Austrittsgesetz,http://1374198632528237949,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
894,19,urn:newsml:dpa.com:20090101:170911-99-07422,19,2017-09-12 08:00:00,2017-09-12T08:12:31,www.2664196293.de,1.0,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Britisches Parlament billigt EU-Austrittsgesetz,http://1452032025825663658,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
895,20,urn:newsml:dpa.com:20090101:170911-99-07422,21,2017-09-12 17:00:00,2017-09-12T17:19:19,www.5239855247.de,0.952380952380952,pl,21,Britisches Parlament billigt EU-Austrittsgesetz - Machtkampf vertagt,Brexit : Britisches Parlament billigt EU-Austrittsgesetz,http://4595915900197721515,urn:newsml:dpa.com:20090101:170911-99-07422,False,,,,,,,
896,11,urn:newsml:dpa.com:20090101:170911-99-07430,12,2017-09-12 16:30:00,2017-09-12T16:38:12,www.4162665324.de,0.9166666666666672,pl,12,Protest gegen geplante Helmut-Kohl-Allee in Ludwigshafen,Protest gegen geplante Helmut-Kohl-Allee in Ludwigshafen,http://438785200882668424,urn:newsml:dpa.com:20090101:170911-99-07430,False,,,,,,,
897,21,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 14:30:00,2017-09-12T14:43:44,www.1545097193.de,0.84,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://3224660565880754657,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
898,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:00:00,2017-09-12T05:29:22,www.7826327077.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,"""Nicht verstecken"": Schröder & Co. wollen EM-Sensation",http://2467956343304934917,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
899,5,urn:newsml:dpa.com:20090101:170911-99-07532,11,2017-09-12 10:00:00,2017-09-12T10:23:08,www.2529008259.de,0.454545454545455,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,Schröder & Co. heiß auf Kracher gegen Spanien,http://271952880980894594,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
900,21,urn:newsml:dpa.com:20090101:170911-99-07532,24,2017-09-12 05:00:00,2017-09-12T05:10:53,www.8748220420.de,0.875,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://8587044022027773725,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
901,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 10:30:00,2017-09-12T10:44:24,www.6649945678.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://3351946458069728506,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
902,21,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 05:00:00,2017-09-12T05:21:11,www.4118032977.de,0.84,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://6833082565804369484,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
903,21,urn:newsml:dpa.com:20090101:170911-99-07532,22,2017-09-12 05:00:00,2017-09-12T05:23:53,www.6693201734.de,0.954545454545455,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://7284670638663219728,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
904,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 09:00:00,2017-09-12T09:23:43,www.5268360552.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://6344756134721710203,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
905,23,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 05:30:00,2017-09-12T05:33:19,www.5355722791.de,0.8846153846153849,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,„Nicht verstecken”: Schröder & Co. wollen EM-Sensation,http://6714485764850146864,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
906,22,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 05:00:00,2017-09-12T05:06:00,www.9511701549.de,0.8461538461538459,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,Istanbul: „Nicht verstecken“: Schröder & Co. wollen EM-Sensation,http://6889412617253972464,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
907,21,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 17:30:00,2017-09-12T17:38:55,www.3697935600.de,0.84,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,Basketball-EM   Jetzt gilt's! Deutschland gegen Spaniens Riesen,http://1541056424789743766,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
908,22,urn:newsml:dpa.com:20090101:170911-99-07532,24,2017-09-12 06:00:00,2017-09-12T06:24:11,www.1522120359.de,0.9166666666666672,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,„Nicht verstecken“: Schröder & Co. wollen EM-Sensation,http://6570792488477023429,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
909,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:00:00,2017-09-12T05:08:33,www.7618714724.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://8273996304583644472,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
910,22,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 05:30:00,2017-09-12T05:44:36,www.7938356161.de,0.8461538461538459,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://5064591465590404059,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
911,23,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 05:30:00,2017-09-12T05:33:21,www.8622151120.de,0.92,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://2444176701873192978,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
912,22,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:00:00,2017-09-12T05:04:00,www.3868176024.de,0.956521739130435,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://4641839953851177331,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
913,22,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 05:30:00,2017-09-12T05:39:47,www.4600129843.de,0.8461538461538459,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://5453465865536883379,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
914,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:30:00,2017-09-12T05:48:51,www.2388857132.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://735533310003978777,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
915,21,urn:newsml:dpa.com:20090101:170911-99-07532,24,2017-09-12 06:00:00,2017-09-12T06:07:05,www.8546979656.de,0.875,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://556742445841248614,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
916,22,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 14:00:00,2017-09-12T14:28:55,www.7609094735.de,0.8461538461538459,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,"""Nicht verstecken"": Schröder & Co. wollen EM-Sensation",http://3639563016875874631,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
917,23,urn:newsml:dpa.com:20090101:170911-99-07532,27,2017-09-12 06:00:00,2017-09-12T06:11:50,www.1015227466.de,0.8518518518518521,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://459497756012693892,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
918,23,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 05:00:00,2017-09-12T05:11:28,www.3628711239.de,0.8846153846153849,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,„Nicht verstecken“: Schröder & Co. wollen EM-Sensation,http://8002400439098754019,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
919,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:30:00,2017-09-12T05:58:00,www.6724487064.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://697138746744512924,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
920,23,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 05:30:00,2017-09-12T05:50:07,www.6437630166.de,0.92,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://9015432268495501862,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
921,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:00:00,2017-09-12T05:10:17,www.2474967481.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,"""Nicht verstecken"": Schröder & Co. wollen EM-Sensation",http://5240673733003513419,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
922,21,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 05:30:00,2017-09-12T05:52:00,www.8769088268.de,0.84,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://6509279086970280606,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
923,23,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 04:30:00,2017-09-12T04:57:00,www.2545108237.de,0.92,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://6981712285983965984,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
924,22,urn:newsml:dpa.com:20090101:170911-99-07532,26,2017-09-12 04:30:00,2017-09-12T04:57:00,www.5776092676.de,0.8461538461538459,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://7642595908398261180,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
925,24,urn:newsml:dpa.com:20090101:170911-99-07532,31,2017-09-12 08:00:00,2017-09-12T08:07:36,www.7590012720.de,0.7741935483870971,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,"""Nicht verstecken"": Schröder & Co. wollen EM-Sensation",http://4997903880161699470,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
926,23,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 06:00:00,2017-09-12T06:02:55,www.7794530655.de,0.92,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,"""Nicht verstecken"": Schröder & Co. wollen EM-Sensation",http://7668791743616290456,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
927,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 06:30:00,2017-09-12T06:37:02,www.2806519515.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,„Nicht verstecken”: Schröder & Co. wollen EM-Sensation,http://1588268087001036206,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
928,21,urn:newsml:dpa.com:20090101:170911-99-07532,25,2017-09-12 05:30:00,2017-09-12T05:48:48,www.5134050393.de,0.84,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://721117960730104568,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
929,22,urn:newsml:dpa.com:20090101:170911-99-07532,24,2017-09-12 05:00:00,2017-09-12T05:19:57,www.2664196293.de,0.9166666666666672,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://2136259435859382441,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
930,21,urn:newsml:dpa.com:20090101:170911-99-07532,23,2017-09-12 05:00:00,2017-09-12T05:05:43,www.8814542360.de,0.91304347826087,sp,25,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation,http://6059025215284561351,urn:newsml:dpa.com:20090101:170912-99-11075,True,,,,,,,«Nicht verstecken»: Schröder & Co. wollen EM-Sensation gegen Spanien
931,3,urn:newsml:dpa.com:20090101:170911-99-07672,5,2017-09-12 01:30:00,2017-09-12T01:52:12,www.3628711239.de,0.6000000000000001,sp,4,St. Pauli feiert wichtigen Auswärtsdreier - 1:0-Sieg in Nürnberg,Nürnberg unterliegt St. Pauli mit 0:1,http://3054012017525109702,urn:newsml:dpa.com:20090101:170911-99-07672,False,,,,,,,
932,10,urn:newsml:dpa.com:20090101:170911-99-07674,14,2017-09-12 03:30:00,2017-09-12T03:30:00,www.5169868558.de,0.7142857142857141,sp,13,St. Pauli springt in Spitzengruppe der 2. Liga - 1:0 in Nürnberg,St. Pauli gewinnt 1:0 in Nürnberg,http://7189775904288549414,urn:newsml:dpa.com:20090101:170912-99-11479,True,,,,,,,St. Pauli springt in Spitzengruppe der 2. Liga - 1:0 in Nürnberg
933,11,urn:newsml:dpa.com:20090101:170911-99-07707,14,2017-09-12 03:30:00,2017-09-12T03:43:00,www.5169868558.de,0.7857142857142858,pl,12,Gabriel: Waffenexporte in die Türkei weitgehend «on hold»,"Gabriel: Waffenexporte in die Türkei weitgehend ""on hold""",http://1230693255042281338,urn:newsml:dpa.com:20090101:170911-99-995376,True,,,,,,,Ehepaar aus Deutschland in der Türkei festgenommen
934,45,urn:newsml:dpa.com:20090101:170911-99-07949,47,2017-09-12 17:30:00,2017-09-12T17:44:49,www.2474967481.de,0.957446808510638,pl,47,Inge Schulz: Martins Anker in rauer See,Martin und Inge Schulz: Der SPD-Kanzlerkandidat und seine Ehefrau,http://1608495771355067294,urn:newsml:dpa.com:20090101:170912-99-20107,True,,,,,,,Der Professor - ausgezeichnet und öffentlichkeitsscheu
935,29,urn:newsml:dpa.com:20090101:170911-99-08070,33,2017-09-12 14:30:00,2017-09-12T14:43:50,www.1545097193.de,0.8787878787878791,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://3164019206710315052,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
936,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:30:00,2017-09-12T12:40:36,www.7826327077.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://7036436481710692232,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
937,28,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:00:00,2017-09-12T12:23:08,www.8748220420.de,0.9032258064516132,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://1335235657705695728,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
938,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 16:30:00,2017-09-12T16:57:08,www.6649945678.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://2179160679924135583,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
939,28,urn:newsml:dpa.com:20090101:170911-99-08070,32,2017-09-12 12:30:00,2017-09-12T12:41:18,www.4118032977.de,0.875,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://1808698860089032536,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
940,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:00:00,2017-09-12T12:17:19,www.2076157561.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://2877529370191932282,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
941,29,urn:newsml:dpa.com:20090101:170911-99-08070,30,2017-09-12 12:30:00,2017-09-12T12:35:39,www.6693201734.de,0.9666666666666672,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://2397952004626869386,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
942,31,urn:newsml:dpa.com:20090101:170911-99-08070,34,2017-09-12 12:00:00,2017-09-12T12:28:30,www.5355722791.de,0.911764705882353,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://4846486200690406744,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
943,28,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:30:00,2017-09-12T12:34:35,www.3697935600.de,0.9032258064516132,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,Fußball   BVB vor erster Bewährungsprobe unter Bosz,http://195490110949032629,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
944,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 13:00:00,2017-09-12T13:18:28,www.1522120359.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://6016623191612223526,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
945,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:30:00,2017-09-12T12:41:19,www.7618714724.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://8359315456173053920,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
946,32,urn:newsml:dpa.com:20090101:170911-99-08070,34,2017-09-12 12:00:00,2017-09-12T12:18:19,www.8622151120.de,0.9411764705882352,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://3902692828229056480,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
947,30,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:00:00,2017-09-12T12:10:00,www.3868176024.de,0.9677419354838712,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://3100452176191114381,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
948,30,urn:newsml:dpa.com:20090101:170911-99-08070,34,2017-09-12 12:30:00,2017-09-12T12:50:55,www.4600129843.de,0.8823529411764711,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://7745307994814177846,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
949,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:30:00,2017-09-12T12:31:55,www.2388857132.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://6243007930143134555,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
950,23,urn:newsml:dpa.com:20090101:170911-99-08070,35,2017-09-12 21:30:00,2017-09-12T21:42:53,www.7219515982.de,0.6571428571428571,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB startet gut gelaunt in die Champions League,http://7798692005268846003,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
951,28,urn:newsml:dpa.com:20090101:170911-99-08070,32,2017-09-12 18:00:00,2017-09-12T18:26:53,www.8546979656.de,0.875,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://5178682841685864441,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
952,29,urn:newsml:dpa.com:20090101:170911-99-08070,31,2017-09-12 12:30:00,2017-09-12T12:44:35,www.6724487064.de,0.935483870967742,sp,34,Rückkehr nach Wembley: BVB vor erster Bewährungsprobe unter Bosz,BVB vor erster Bewährungsprobe unter Bosz,http://5080874054877866236,urn:newsml:dpa.com:20090101:170912-99-11048,True,,,,,,,Fader Bayern-Sieg in Überzahl - 3:0 zum Champions-League-Start
